,Dt_Customer_tmp,age,Year_Birth,Dt_Customer,Year_Birth,holiday
632,1-,51,1970,15-01-2014,1970,0
633,2-,61,1960,15-02-2014,1960,0
634,4-,48,1973,18-04-2013,1973,0
635,3-,59,1962,10-03-2014,1962,0
636,6-,69,1952,04-06-2013,1952,0
637,1-,59,1962,08-01-2013,1962,0
638,9-,71,1950,28-09-2012,1950,0
639,1-,50,1971,06-11-2013,1971,0
640,0-,61,1960,05-10-2012,1960,0
641,5-,73,1948,13-05-2014,1948,0
642,2-,62,1959,30-12-2012,1959,0
643,5-,57,1964,07-05-2013,1964,0
644,3-,74,1947,10-03-2013,1947,0
645,8-,50,1971,18-08-2013,1971,0
646,1-,51,1970,21-01-2013,1970,0
647,2-,51,1970,13-12-2013,1970,0
648,5-,44,1977,23-05-2014,1977,0
649,9-,63,1958,16-09-2013,1958,0
650,2-,61,1960,17-02-2014,1960,0
651,8-,36,1985,27-08-2012,1985,0
652,8-,47,1974,12-08-2012,1974,0
653,4-,71,1950,13-04-2014,1950,0
654,8-,66,1955,03-08-2012,1955,0
655,2-,46,1975,07-02-2014,1975,0
656,1-,68,1953,04-01-2014,1953,0
657,9-,63,1958,22-09-2012,1958,0
658,8-,74,1947,31-08-2013,1947,0
659,0-,55,1966,21-10-2013,1966,0
660,2-,58,1963,07-12-2012,1963,0
661,1-,36,1985,14-11-2013,1985,0
662,2-,46,1975,25-12-2013,1975,0
663,9-,41,1980,07-09-2012,1980,0
664,1-,65,1956,01-01-2013,1956,0
665,2-,62,1959,28-12-2012,1959,0
666,5-,47,1974,16-05-2013,1974,0
667,9-,34,1987,25-09-2013,1987,0
668,5-,53,1968,09-05-2013,1968,0
669,1-,50,1971,07-11-2013,1971,0
670,7-,57,1964,29-07-2013,1964,0
671,1-,59,1962,08-11-2013,1962,0
672,9-,51,1970,12-09-2012,1970,0
673,2-,41,1980,16-12-2013,1980,0
674,2-,46,1975,01-12-2012,1975,0
675,5-,47,1974,22-05-2014,1974,0
676,0-,58,1963,30-10-2012,1963,0
677,1-,42,1979,02-01-2014,1979,0
678,6-,36,1985,16-06-2013,1985,0
679,2-,41,1980,23-12-2013,1980,0
680,0-,58,1963,18-10-2013,1963,0
681,8-,54,1967,30-08-2012,1967,0
682,7-,39,1982,25-07-2013,1982,0
683,0-,66,1955,24-10-2013,1955,0
684,2-,54,1967,19-12-2013,1967,0
685,3-,45,1976,07-03-2013,1976,0
686,9-,49,1972,12-09-2012,1972,0
687,8-,39,1982,04-08-2012,1982,0
688,5-,32,1989,16-05-2014,1989,0
689,9-,52,1969,30-09-2013,1969,0
690,0-,61,1960,04-10-2012,1960,0
691,8-,51,1970,25-08-2013,1970,0
692,7-,63,1958,12-07-2013,1958,0
693,1-,69,1952,02-11-2013,1952,0
694,5-,72,1949,29-05-2013,1949,0
695,7-,60,1961,26-07-2013,1961,0
696,3-,26,1995,26-03-2014,1995,0
697,4-,72,1949,08-04-2013,1949,0
698,1-,60,1961,03-11-2013,1961,0
699,4-,61,1960,09-04-2014,1960,0
700,9-,48,1973,17-09-2013,1973,0
701,3-,43,1978,12-03-2014,1978,0
702,2-,43,1978,11-02-2014,1978,0
703,4-,33,1988,29-04-2014,1988,0
704,2-,53,1968,26-12-2013,1968,0
705,1-,35,1986,10-01-2013,1986,0
706,6-,51,1970,27-06-2014,1970,0
707,4-,70,1951,10-04-2013,1951,0
708,1-,73,1948,21-11-2013,1948,0
709,1-,50,1971,10-01-2013,1971,0
710,7-,35,1986,12-07-2013,1986,0
711,0-,56,1965,21-10-2012,1965,0
712,2-,46,1975,20-02-2013,1975,0
713,5-,68,1953,14-05-2013,1953,0
714,8-,39,1982,07-08-2013,1982,0
715,2-,46,1975,07-12-2012,1975,0
716,9-,61,1960,23-09-2012,1960,0
717,2-,43,1978,11-02-2013,1978,0
718,3-,51,1970,31-03-2013,1970,0
719,3-,63,1958,29-03-2014,1958,0
720,2-,56,1965,19-12-2012,1965,0
721,5-,67,1954,02-05-2013,1954,0
722,5-,37,1984,23-05-2014,1984,0
723,2-,56,1965,13-02-2013,1965,0
724,8-,45,1976,01-08-2012,1976,0
725,6-,55,1966,08-06-2014,1966,0
726,1-,66,1955,23-11-2013,1955,0
727,1-,45,1976,25-01-2014,1976,0
728,0-,56,1965,11-10-2013,1965,0
729,4-,30,1991,15-04-2013,1991,0
730,9-,72,1949,27-09-2013,1949,0
731,8-,68,1953,07-08-2012,1953,0
732,6-,43,1978,12-06-2013,1978,0
733,0-,73,1948,16-10-2013,1948,0
734,0-,48,1973,09-10-2013,1973,0
735,4-,72,1949,29-04-2014,1949,0
736,3-,48,1973,29-03-2013,1973,0
737,6-,69,1952,03-06-2014,1952,0
738,3-,32,1989,18-03-2013,1989,0
739,8-,52,1969,09-08-2012,1969,0
740,3-,68,1953,23-03-2013,1953,0
741,3-,65,1956,06-03-2013,1956,0
742,1-,71,1950,01-01-2014,1950,0
743,8-,43,1978,01-08-2013,1978,0
744,1-,57,1964,25-01-2014,1964,0
745,5-,69,1952,12-05-2013,1952,0
746,2-,46,1975,09-12-2013,1975,0
747,3-,26,1995,09-03-2014,1995,0
748,9-,51,1970,15-09-2013,1970,0
749,1-,67,1954,29-01-2014,1954,0
750,2-,49,1972,31-12-2013,1972,0
751,0-,63,1958,03-10-2013,1958,0
752,2-,46,1975,25-12-2013,1975,0
753,2-,52,1969,28-02-2013,1969,0
754,5-,42,1979,02-05-2014,1979,0
755,2-,43,1978,09-02-2013,1978,0
756,8-,49,1972,11-08-2012,1972,0
757,9-,57,1964,19-09-2013,1964,0
758,3-,42,1979,15-03-2013,1979,0
759,4-,62,1959,06-04-2014,1959,0
760,0-,40,1981,03-10-2013,1981,0
761,4-,54,1967,24-04-2014,1967,0
762,0-,33,1988,28-10-2013,1988,0
763,5-,43,1978,10-05-2013,1978,0
764,5-,69,1952,22-05-2014,1952,0
765,4-,66,1955,27-04-2013,1955,0
766,9-,44,1977,11-09-2012,1977,0
767,9-,34,1987,05-09-2012,1987,0
768,9-,56,1965,01-09-2013,1965,0
769,5-,65,1956,26-05-2013,1956,0
770,7-,42,1979,03-07-2013,1979,0
771,2-,70,1951,12-12-2013,1951,0
772,4-,56,1965,24-04-2013,1965,0
773,4-,49,1972,13-04-2013,1972,0
774,2-,64,1957,08-12-2012,1957,0
775,3-,68,1953,06-03-2013,1953,0
776,8-,56,1965,30-08-2013,1965,0
777,1-,63,1958,26-01-2014,1958,0
778,2-,66,1955,18-12-2013,1955,0
779,9-,50,1971,12-09-2013,1971,0
780,4-,47,1974,05-04-2014,1974,0
781,4-,45,1976,14-04-2014,1976,0
782,5-,51,1970,11-05-2014,1970,0
783,3-,49,1972,19-03-2014,1972,0
784,6-,49,1972,18-06-2013,1972,0
785,0-,35,1986,29-10-2012,1986,0
786,2-,61,1960,15-02-2014,1960,0
787,1-,53,1968,02-01-2013,1968,0
788,5-,43,1978,29-05-2014,1978,0
789,9-,45,1976,08-09-2012,1976,0
790,1-,76,1945,15-01-2013,1945,0
791,1-,64,1957,07-11-2012,1957,0
792,7-,71,1950,19-07-2013,1950,0
793,0-,43,1978,29-10-2013,1978,0
794,4-,60,1961,05-04-2013,1961,0
795,1-,59,1962,20-01-2013,1962,0
796,6-,67,1954,28-06-2014,1954,0
797,0-,56,1965,23-10-2012,1965,0
798,3-,48,1973,02-03-2013,1973,0
799,2-,53,1968,14-12-2013,1968,0
800,2-,51,1970,13-12-2013,1970,0
801,3-,65,1956,26-03-2013,1956,0
802,1-,70,1951,19-01-2013,1951,0
803,1-,77,1944,05-11-2013,1944,0
804,4-,63,1958,06-04-2013,1958,0
805,1-,45,1976,04-11-2013,1976,0
806,3-,50,1971,23-03-2014,1971,0
807,0-,64,1957,21-10-2013,1957,0
808,3-,49,1972,22-03-2013,1972,0
809,4-,49,1972,06-04-2013,1972,0
810,0-,40,1981,16-10-2013,1981,0
811,4-,49,1972,20-04-2013,1972,0
812,5-,46,1975,31-05-2014,1975,0
813,2-,66,1955,04-02-2013,1955,0
814,1-,35,1986,23-11-2013,1986,0
815,5-,51,1970,12-05-2014,1970,0
816,3-,45,1976,12-03-2014,1976,0
817,1-,67,1954,24-11-2012,1954,0
818,3-,49,1972,29-03-2014,1972,0
819,9-,43,1978,01-09-2013,1978,0
820,5-,41,1980,05-05-2013,1980,0
821,8-,49,1972,08-08-2013,1972,0
822,6-,60,1961,15-06-2014,1961,0
823,4-,58,1963,18-04-2013,1963,0
824,5-,62,1959,22-05-2013,1959,0
825,4-,62,1959,16-04-2013,1959,0
826,5-,67,1954,07-05-2013,1954,0
827,1-,59,1962,12-01-2013,1962,0
828,5-,63,1958,11-05-2013,1958,0
829,3-,37,1984,01-03-2014,1984,0
830,1-,45,1976,22-11-2013,1976,0
831,9-,29,1992,10-09-2012,1992,0
832,5-,54,1967,05-05-2013,1967,0
833,0-,41,1980,02-10-2013,1980,0
834,2-,54,1967,14-02-2013,1967,0
835,3-,65,1956,29-03-2013,1956,0
836,4-,49,1972,25-04-2013,1972,0
837,9-,41,1980,23-09-2012,1980,0
838,7-,41,1980,02-07-2013,1980,0
839,3-,44,1977,21-03-2014,1977,0
840,8-,71,1950,05-08-2013,1950,0
841,1-,47,1974,29-11-2012,1974,0
842,5-,33,1988,12-05-2014,1988,0
843,1-,40,1981,10-11-2012,1981,0
844,7-,61,1960,27-07-2013,1960,0
845,1-,51,1970,13-01-2014,1970,0
846,9-,30,1991,29-09-2012,1991,0
847,2-,65,1956,24-12-2012,1956,0
848,0-,58,1963,23-10-2013,1963,0
849,5-,41,1980,10-05-2013,1980,0
850,6-,47,1974,13-06-2013,1974,0
851,1-,67,1954,11-01-2014,1954,0
852,1-,64,1957,06-11-2012,1957,0
853,5-,55,1966,26-05-2014,1966,0
854,3-,47,1974,17-03-2014,1974,0
855,4-,42,1979,01-04-2013,1979,0
856,3-,48,1973,04-03-2014,1973,0
857,2-,36,1985,19-02-2013,1985,0
858,0-,55,1966,04-10-2012,1966,0
859,5-,32,1989,05-05-2013,1989,0
860,1-,52,1969,26-01-2014,1969,0
861,2-,52,1969,15-02-2014,1969,0
862,1-,34,1987,09-01-2013,1987,0
863,0-,32,1989,04-10-2012,1989,0
864,2-,46,1975,17-12-2013,1975,0
865,6-,48,1973,11-06-2013,1973,0
866,3-,55,1966,26-03-2013,1966,0
867,9-,35,1986,24-09-2013,1986,0
868,5-,43,1978,06-05-2013,1978,0
869,0-,42,1979,17-10-2012,1979,0
870,9-,38,1983,28-09-2013,1983,0
871,1-,62,1959,06-01-2014,1959,0
872,6-,45,1976,11-06-2014,1976,0
873,4-,40,1981,04-04-2014,1981,0
874,0-,43,1978,06-10-2013,1978,0
875,9-,68,1953,17-09-2013,1953,0
876,6-,50,1971,30-06-2013,1971,0
877,2-,38,1983,14-02-2013,1983,0
878,4-,65,1956,05-04-2014,1956,0
879,1-,43,1978,17-01-2013,1978,0
880,2-,49,1972,10-02-2014,1972,0
881,0-,46,1975,16-10-2012,1975,0
882,7-,46,1975,23-07-2013,1975,0
883,6-,40,1981,19-06-2014,1981,0
884,9-,49,1972,12-09-2012,1972,0
885,7-,51,1970,02-07-2013,1970,0
886,1-,68,1953,26-11-2012,1953,0
887,2-,62,1959,11-12-2013,1959,0
888,4-,59,1962,01-04-2013,1962,0
889,2-,43,1978,16-12-2013,1978,0
890,2-,48,1973,09-02-2013,1973,0
891,9-,56,1965,08-09-2012,1965,0
892,1-,38,1983,14-01-2014,1983,0
893,4-,30,1991,30-04-2014,1991,0
894,2-,78,1943,01-02-2013,1943,0
895,2-,49,1972,12-12-2012,1972,0
896,8-,65,1956,07-08-2013,1956,0
897,1-,63,1958,23-01-2014,1958,0
898,8-,47,1974,11-08-2013,1974,0
899,0-,35,1986,22-10-2013,1986,0
900,2-,63,1958,06-02-2013,1958,0
901,8-,51,1970,16-08-2013,1970,0
902,7-,54,1967,14-07-2013,1967,0
903,2-,48,1973,04-12-2013,1973,0
904,3-,52,1969,24-03-2013,1969,0
905,4-,44,1977,09-04-2014,1977,0
906,1-,60,1961,21-11-2013,1961,0
907,2-,50,1971,02-12-2013,1971,0
908,1-,47,1974,04-01-2014,1974,0
909,3-,35,1986,10-03-2014,1986,0
910,6-,55,1966,29-06-2013,1966,0
911,1-,29,1992,07-11-2013,1992,0
912,1-,58,1963,25-01-2013,1963,0
913,7-,49,1972,14-07-2013,1972,0
914,2-,27,1994,03-12-2012,1994,0
915,5-,67,1954,11-05-2013,1954,0
916,2-,61,1960,26-12-2013,1960,0
917,8-,39,1982,07-08-2013,1982,0
918,1-,67,1954,17-11-2013,1954,0
919,5-,67,1954,18-05-2013,1954,0
920,4-,66,1955,13-04-2014,1955,0
921,4-,28,1993,17-04-2013,1993,0
922,1-,52,1969,24-01-2013,1969,0
923,5-,73,1948,04-05-2014,1948,0
924,5-,35,1986,18-05-2014,1986,0
925,8-,42,1979,31-08-2012,1979,0
926,2-,43,1978,10-02-2014,1978,0
927,2-,39,1982,30-12-2013,1982,0
928,5-,28,1993,04-05-2014,1993,0
929,1-,45,1976,17-11-2013,1976,0
930,4-,47,1974,08-04-2014,1974,0
931,2-,32,1989,10-02-2014,1989,0
932,8-,70,1951,12-08-2012,1951,0
933,2-,32,1989,22-12-2012,1989,0
934,5-,69,1952,22-05-2014,1952,0
935,5-,50,1971,25-05-2014,1971,0
936,0-,50,1971,24-10-2013,1971,0
937,5-,51,1970,22-05-2013,1970,0
938,7-,50,1971,14-07-2013,1971,0
939,8-,46,1975,09-08-2013,1975,0
940,6-,69,1952,10-06-2013,1952,0
941,7-,59,1962,20-07-2013,1962,0
942,5-,38,1983,28-05-2013,1983,0
943,3-,68,1953,04-03-2013,1953,0
944,2-,35,1986,22-12-2012,1986,0
945,0-,34,1987,01-10-2012,1987,0
946,2-,39,1982,16-02-2014,1982,0
947,9-,42,1979,30-09-2013,1979,0
948,2-,44,1977,06-12-2013,1977,0
949,0-,46,1975,01-10-2012,1975,0
950,5-,42,1979,10-05-2014,1979,0
951,5-,45,1976,08-05-2014,1976,0
952,1-,48,1973,29-01-2013,1973,0
953,5-,50,1971,11-05-2013,1971,0
954,5-,45,1976,11-05-2014,1976,0
955,2-,45,1976,10-02-2013,1976,0
956,2-,56,1965,01-12-2012,1965,0
957,8-,69,1952,17-08-2012,1952,0
958,5-,48,1973,07-05-2014,1973,0
959,4-,64,1957,27-04-2013,1957,0
960,9-,54,1967,21-09-2012,1967,0
961,5-,59,1962,07-05-2014,1962,0
962,2-,52,1969,30-12-2012,1969,0
963,0-,46,1975,14-10-2013,1975,0
964,6-,41,1980,25-06-2014,1980,0
965,9-,62,1959,12-09-2013,1959,0
966,8-,48,1973,19-08-2013,1973,0
967,0-,48,1973,12-10-2012,1973,0
968,4-,47,1974,13-04-2013,1974,0
969,0-,41,1980,13-10-2012,1980,0
970,2-,33,1988,02-02-2014,1988,0
971,1-,53,1968,17-01-2013,1968,0
972,1-,33,1988,12-11-2012,1988,0
973,1-,62,1959,17-11-2013,1959,0
974,0-,50,1971,14-10-2012,1971,0
975,2-,59,1962,03-02-2014,1962,0
976,8-,62,1959,01-08-2012,1959,0
977,0-,56,1965,11-10-2013,1965,0
978,1-,69,1952,03-01-2014,1952,0
979,9-,67,1954,12-09-2013,1954,0
980,7-,61,1960,12-07-2013,1960,0
981,6-,56,1965,22-06-2014,1965,0
982,8-,42,1979,07-08-2013,1979,0
983,0-,43,1978,14-10-2013,1978,0
984,8-,71,1950,15-08-2013,1950,0
985,8-,47,1974,21-08-2013,1974,0
986,1-,43,1978,25-11-2013,1978,0
987,0-,52,1969,25-10-2013,1969,0
988,5-,45,1976,12-05-2013,1976,0
989,6-,65,1956,29-06-2014,1956,0
990,3-,67,1954,21-03-2014,1954,0
991,1-,49,1972,29-11-2012,1972,0
992,8-,40,1981,31-08-2012,1981,0
993,2-,32,1989,18-02-2014,1989,0
994,6-,67,1954,22-06-2014,1954,0
995,3-,26,1995,26-03-2014,1995,0
996,1-,43,1978,09-11-2013,1978,0
997,2-,64,1957,25-02-2014,1957,0
998,8-,48,1973,13-08-2013,1973,0
999,1-,65,1956,03-11-2013,1956,0
1000,9-,65,1956,10-09-2012,1956,0
1001,0-,34,1987,09-10-2013,1987,0
1002,3-,40,1981,27-03-2013,1981,0
1003,2-,34,1987,13-02-2013,1987,0
1004,5-,67,1954,17-05-2013,1954,0
1005,2-,67,1954,02-02-2013,1954,0
1006,1-,68,1953,05-11-2012,1953,0
1007,5-,69,1952,12-05-2013,1952,0
1008,1-,53,1968,26-01-2014,1968,0
1009,5-,58,1963,10-05-2013,1963,0
1010,8-,42,1979,25-08-2012,1979,0
1011,1-,45,1976,11-01-2014,1976,0
1012,3-,43,1978,07-03-2013,1978,0
1013,9-,53,1968,10-09-2012,1968,0
1014,4-,50,1971,18-04-2014,1971,0
1015,4-,70,1951,19-04-2014,1951,0
1016,4-,56,1965,07-04-2014,1965,0
1017,5-,52,1969,28-05-2013,1969,0
1018,1-,48,1973,03-01-2013,1973,0
1019,2-,45,1976,20-02-2013,1976,0
1020,6-,48,1973,19-06-2014,1973,0
1021,7-,47,1974,07-07-2013,1974,0
1022,3-,68,1953,04-03-2013,1953,0
1023,6-,55,1966,24-06-2014,1966,0
1024,1-,43,1978,03-11-2012,1978,0
1025,4-,54,1967,08-04-2013,1967,0
1026,8-,43,1978,21-08-2013,1978,0
1027,1-,34,1987,29-01-2013,1987,0
1028,8-,63,1958,01-08-2013,1958,0
1029,1-,57,1964,04-11-2012,1964,0
1030,6-,50,1971,29-06-2013,1971,0
1031,1-,50,1971,17-01-2013,1971,0
1032,6-,52,1969,25-06-2014,1969,0
1033,1-,44,1977,22-01-2013,1977,0
1034,5-,48,1973,12-05-2014,1973,0
1035,8-,41,1980,29-08-2012,1980,0
1036,2-,63,1958,26-02-2014,1958,0
1037,9-,49,1972,18-09-2013,1972,0
1038,3-,50,1971,30-03-2014,1971,0
1039,5-,68,1953,29-05-2013,1953,0
1040,4-,62,1959,23-04-2014,1959,0
1041,1-,67,1954,03-11-2012,1954,0
1042,9-,30,1991,18-09-2012,1991,0
1043,5-,59,1962,23-05-2014,1962,0
1044,7-,35,1986,30-07-2013,1986,0
1045,0-,56,1965,13-10-2012,1965,0
1046,9-,55,1966,25-09-2013,1966,0
1047,0-,61,1960,13-10-2013,1960,0
1048,1-,37,1984,13-11-2012,1984,0
1049,7-,55,1966,05-07-2013,1966,0
1050,4-,56,1965,07-04-2014,1965,0
1051,6-,55,1966,05-06-2014,1966,0
1052,2-,72,1949,16-02-2013,1949,0
1053,2-,51,1970,14-02-2013,1970,0
1054,4-,38,1983,05-04-2013,1983,0
1055,0-,36,1985,05-10-2012,1985,0
1056,8-,47,1974,29-08-2012,1974,0
1057,8-,70,1951,09-08-2013,1951,0
1058,1-,69,1952,27-11-2012,1952,0
1059,3-,34,1987,31-03-2013,1987,0
1060,0-,72,1949,01-10-2012,1949,0
1061,7-,63,1958,25-07-2013,1958,0
1062,1-,34,1987,10-01-2013,1987,0
1063,5-,48,1973,19-05-2014,1973,0
1064,4-,57,1964,11-04-2014,1964,0
1065,9-,60,1961,12-09-2012,1961,0
1066,5-,29,1992,01-05-2014,1992,0
1067,8-,56,1965,03-08-2012,1965,0
1068,8-,65,1956,04-08-2012,1956,0
1069,3-,43,1978,04-03-2014,1978,0
1070,5-,50,1971,25-05-2014,1971,0
1071,2-,55,1966,03-12-2012,1966,0
1072,1-,66,1955,30-11-2012,1955,0
1073,2-,68,1953,24-02-2014,1953,0
1074,7-,63,1958,18-07-2013,1958,0
1075,7-,60,1961,03-07-2013,1961,0
1076,5-,40,1981,01-05-2013,1981,0
1077,8-,45,1976,20-08-2013,1976,0
1078,1-,53,1968,22-01-2014,1968,0
1079,4-,43,1978,22-04-2013,1978,0
1080,3-,56,1965,17-03-2014,1965,0
1081,1-,50,1971,17-11-2012,1971,0
1082,8-,65,1956,22-08-2012,1956,0
1083,8-,39,1982,17-08-2013,1982,0
1084,2-,51,1970,02-02-2013,1970,0
1085,2-,44,1977,04-02-2013,1977,0
1086,0-,51,1970,12-10-2013,1970,0
1087,1-,63,1958,04-01-2013,1958,0
1088,5-,38,1983,03-05-2014,1983,0
1089,3-,63,1958,17-03-2014,1958,0
1090,5-,48,1973,29-05-2014,1973,0
1091,4-,47,1974,26-04-2014,1974,0
1092,8-,62,1959,23-08-2013,1959,0
1093,6-,49,1972,22-06-2013,1972,0
1094,3-,56,1965,12-03-2014,1965,0
1095,8-,42,1979,07-08-2013,1979,0
1096,6-,63,1958,02-06-2014,1958,0
1097,0-,35,1986,31-10-2012,1986,0
1098,4-,39,1982,23-04-2013,1982,0
1099,1-,42,1979,02-01-2013,1979,0
1100,0-,46,1975,08-10-2013,1975,0
1101,5-,42,1979,20-05-2013,1979,0
1102,8-,35,1986,02-08-2013,1986,0
1103,0-,51,1970,26-10-2013,1970,0
1104,3-,49,1972,24-03-2014,1972,0
1105,1-,61,1960,15-11-2013,1960,0
1106,6-,69,1952,19-06-2014,1952,0
1107,8-,51,1970,03-08-2013,1970,0
1108,1-,47,1974,30-01-2014,1974,0
1109,5-,56,1965,31-05-2014,1965,0
1110,2-,67,1954,25-02-2013,1954,0
1111,3-,38,1983,01-03-2013,1983,0
1112,2-,48,1973,09-02-2014,1973,0
1113,2-,61,1960,17-02-2014,1960,0
1114,8-,37,1984,30-08-2013,1984,0
1115,8-,50,1971,28-08-2013,1971,0
1116,0-,38,1983,16-10-2013,1983,0
1117,9-,38,1983,20-09-2013,1983,0
1118,1-,55,1966,16-01-2013,1966,0
1119,9-,43,1978,12-09-2013,1978,0
1120,0-,53,1968,06-10-2013,1968,0
1121,1-,42,1979,22-11-2012,1979,0
1122,5-,48,1973,17-05-2013,1973,0
1123,2-,42,1979,24-12-2013,1979,0
1124,1-,67,1954,18-11-2012,1954,0
1125,2-,59,1962,18-12-2012,1962,0
1126,8-,55,1966,08-08-2012,1966,0
1127,4-,44,1977,24-04-2014,1977,0
1128,1-,36,1985,12-01-2013,1985,0
1129,2-,69,1952,20-12-2013,1952,0
1130,1-,70,1951,15-01-2013,1951,0
1131,0-,54,1967,10-10-2013,1967,0
1132,6-,43,1978,07-06-2014,1978,0
1133,1-,45,1976,12-11-2012,1976,0
1134,0-,36,1985,29-10-2013,1985,0
1135,5-,47,1974,24-05-2014,1974,0
1136,8-,53,1968,05-08-2012,1968,0
1137,5-,59,1962,03-05-2013,1962,0
1138,5-,32,1989,22-05-2014,1989,0
1139,2-,60,1961,02-02-2013,1961,0
1140,6-,68,1953,20-06-2013,1953,0
1141,1-,32,1989,31-01-2013,1989,0
1142,5-,43,1978,11-05-2014,1978,0
1143,8-,59,1962,17-08-2013,1962,0
1144,1-,76,1945,05-11-2013,1945,0
1145,1-,47,1974,21-01-2014,1974,0
1146,1-,40,1981,19-11-2013,1981,0
1147,9-,65,1956,14-09-2012,1956,0
1148,1-,67,1954,12-11-2013,1954,0
1149,0-,35,1986,13-10-2012,1986,0
1150,7-,78,1943,06-07-2013,1943,0
1151,8-,57,1964,29-08-2012,1964,0
1152,8-,42,1979,29-08-2012,1979,0
1153,9-,47,1974,22-09-2012,1974,0
1154,4-,61,1960,03-04-2014,1960,0
1155,5-,58,1963,28-05-2014,1963,0
1156,7-,45,1976,21-07-2013,1976,0
1157,2-,47,1974,05-12-2012,1974,0
1158,5-,60,1961,29-05-2014,1961,0
1159,3-,70,1951,11-03-2013,1951,0
1160,3-,56,1965,23-03-2014,1965,0
1161,9-,65,1956,14-09-2012,1956,0
1162,0-,56,1965,20-10-2012,1965,0
1163,8-,27,1994,22-08-2012,1994,0
1164,0-,47,1974,13-10-2013,1974,0
1165,5-,49,1972,23-05-2013,1972,0
1166,7-,53,1968,05-07-2013,1968,0
1167,8-,53,1968,22-08-2012,1968,0
1168,5-,73,1948,29-05-2013,1948,0
1169,1-,52,1969,22-01-2014,1969,0
1170,2-,25,1996,17-02-2014,1996,0
1171,3-,47,1974,17-03-2014,1974,0
1172,8-,31,1990,26-08-2012,1990,0
1173,1-,64,1957,12-01-2014,1957,0
1174,1-,42,1979,08-01-2013,1979,0
1175,1-,61,1960,13-11-2013,1960,0
1176,1-,69,1952,03-11-2012,1952,0
1177,5-,40,1981,17-05-2013,1981,0
1178,4-,40,1981,13-04-2013,1981,0
1179,2-,30,1991,13-02-2014,1991,0
1180,1-,71,1950,13-01-2013,1950,0
1181,1-,64,1957,05-01-2013,1957,0
1182,1-,60,1961,19-01-2013,1961,0
1183,5-,63,1958,03-05-2013,1958,0
1184,5-,50,1971,08-05-2014,1971,0
1185,8-,36,1985,02-08-2013,1985,0
1186,8-,56,1965,22-08-2013,1965,0
1187,8-,69,1952,25-08-2013,1952,0
1188,2-,59,1962,06-12-2012,1962,0
1189,2-,47,1974,27-02-2014,1974,0
1190,2-,51,1970,22-12-2012,1970,0
1191,1-,52,1969,17-11-2012,1969,0
1192,4-,61,1960,20-04-2014,1960,0
1193,2-,69,1952,17-02-2014,1952,0
1194,4-,52,1969,22-04-2013,1969,0
1195,4-,53,1968,21-04-2013,1968,0
1196,9-,56,1965,01-09-2013,1965,0
1197,3-,52,1969,31-03-2013,1969,0
1198,4-,49,1972,05-04-2014,1972,0
1199,9-,60,1961,09-09-2012,1961,0
1200,9-,44,1977,11-09-2013,1977,0
1201,1-,62,1959,25-01-2013,1959,0
1202,2-,63,1958,31-12-2013,1958,0
1203,0-,42,1979,10-10-2012,1979,0
1204,8-,64,1957,17-08-2013,1957,0
1205,2-,65,1956,20-02-2013,1956,0
1206,1-,56,1965,22-11-2013,1965,0
1207,0-,31,1990,29-10-2013,1990,0
1208,2-,64,1957,16-02-2014,1957,0
1209,5-,56,1965,22-05-2013,1965,0
1210,0-,64,1957,12-10-2013,1957,0
1211,4-,66,1955,15-04-2013,1955,0
1212,0-,49,1972,27-10-2013,1972,0
1213,3-,52,1969,12-03-2013,1969,0
1214,0-,49,1972,31-10-2012,1972,0
1215,6-,46,1975,28-06-2013,1975,0
1216,7-,56,1965,17-07-2013,1965,0
1217,8-,58,1963,08-08-2012,1963,0
1218,0-,30,1991,06-10-2013,1991,0
1219,1-,58,1963,19-01-2013,1963,0
1220,8-,35,1986,22-08-2012,1986,0
1221,9-,48,1973,22-09-2013,1973,0
1222,1-,64,1957,26-01-2013,1957,0
1223,7-,40,1981,30-07-2013,1981,0
1224,9-,63,1958,22-09-2013,1958,0
1225,4-,62,1959,28-04-2013,1959,0
1226,0-,66,1955,12-10-2013,1955,0
1227,0-,35,1986,22-10-2012,1986,0
1228,8-,46,1975,15-08-2013,1975,0
1229,3-,66,1955,30-03-2014,1955,0
1230,2-,50,1971,15-02-2013,1971,0
1231,6-,35,1986,29-06-2013,1986,0
1232,2-,43,1978,09-02-2014,1978,0
1233,3-,38,1983,21-03-2013,1983,0
1234,5-,45,1976,02-05-2014,1976,0
1235,5-,50,1971,26-05-2014,1971,0
1236,4-,65,1956,17-04-2014,1956,0
1237,0-,49,1972,04-10-2013,1972,0
1238,7-,32,1989,04-07-2013,1989,0
1239,1-,69,1952,29-11-2013,1952,0
1240,1-,37,1984,18-01-2014,1984,0
1241,0-,54,1967,03-10-2013,1967,0
1242,5-,59,1962,24-05-2014,1962,0
1243,4-,74,1947,20-04-2014,1947,0
1244,8-,43,1978,04-08-2012,1978,0
1245,5-,50,1971,18-05-2014,1971,0
1246,2-,29,1992,03-12-2012,1992,0
1247,4-,53,1968,05-04-2013,1968,0
1248,3-,48,1973,24-03-2014,1973,0
1249,5-,46,1975,24-05-2014,1975,0
1250,8-,56,1965,27-08-2013,1965,0
1251,7-,69,1952,16-07-2013,1952,0
1252,2-,54,1967,22-02-2013,1967,0
1253,9-,49,1972,12-09-2013,1972,0
