Income,Kidhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Response,Year_Birth,Dt_Customer
30630.0,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1965,27-01-2014
73454.0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1987,01-03-2014
42691.0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1991,16-08-2013
70503.0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1953,30-09-2012
25545.0,1,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1987,08-09-2012
32880.0,1,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1986,04-12-2012
77863.0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1958,27-11-2013
50353.0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1977,08-06-2014
61839.0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1964,12-08-2012
49154.0,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1960,03-11-2013
47682.0,0,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1975,15-02-2013
72679.0,0,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1969,18-09-2013
57954.0,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1977,18-06-2014
65316.0,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1962,24-04-2013
28567.0,1,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1982,17-06-2013
47352.0,0,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1951,11-04-2013
44931.0,0,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1967,18-01-2014
76982.0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1967,15-02-2014
57247.0,0,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1952,08-08-2013
22944.0,1,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1981,23-12-2013
25315.0,1,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1977,07-11-2013
43638.0,0,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1969,06-08-2012
42710.0,1,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1984,28-11-2012
84169.0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1982,07-08-2013
54058.0,0,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1976,04-06-2013
24683.0,1,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1990,08-03-2014
85620.0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1964,07-01-2014
47850.0,1,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1980,03-12-2013
19514.0,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1968,26-01-2014
27159.0,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1973,29-03-2014
39548.0,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1963,31-03-2014
21474.0,1,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1989,08-04-2014
60504.0,0,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1971,07-02-2014
22419.0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1963,18-04-2013
81698.0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1949,06-11-2013
43462.0,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1952,12-09-2012
54880.0,1,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1978,01-03-2013
79908.0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1982,05-04-2013
15315.0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1970,03-08-2013
87771.0,0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1959,22-05-2013
33039.0,1,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1978,09-09-2013
81741.0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1980,16-06-2013
71499.0,0,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1971,25-06-2013
62466.0,0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1970,15-01-2014
48799.0,0,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1963,05-11-2013
52157.0,0,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1950,07-06-2014
66565.0,0,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1962,05-12-2012
29298.0,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1951,07-09-2013
47691.0,0,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1979,05-07-2013
38200.0,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1970,07-12-2012
44989.0,0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1974,12-09-2012
38443.0,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1968,27-01-2014
38593.0,1,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1978,13-09-2013
64413.0,0,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1970,01-08-2013
36959.0,1,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1981,02-10-2013
61996.0,0,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1977,31-01-2013
51287.0,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1968,01-04-2014
13260.0,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1970,23-08-2013
47472.0,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1966,16-09-2013
54603.0,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1956,09-07-2013
45207.0,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1974,10-11-2012
40689.0,0,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1951,18-03-2013
47821.0,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1967,20-10-2013
27450.0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1951,15-04-2013
39453.0,1,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1983,03-04-2014
26850.0,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1971,18-04-2014
79800.0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1955,23-09-2012
61794.0,0,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1961,14-09-2013
53863.0,0,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1955,17-05-2014
24221.0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1959,20-08-2013
39684.0,1,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1984,12-10-2012
92163.0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1975,12-12-2012
69882.0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1965,10-11-2013
33178.0,1,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1977,30-01-2014
59973.0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1972,11-09-2013
17459.0,1,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1975,19-09-2013
23910.0,1,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1969,26-10-2012
42169.0,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1969,19-10-2013
26224.0,1,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1978,04-06-2013
31089.0,1,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1981,17-08-2012
30081.0,0,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1961,21-02-2013
62807.0,0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1960,31-08-2012
72906.0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1955,17-09-2013
61467.0,0,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1948,09-12-2012
49618.0,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1966,26-01-2013
21888.0,1,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1986,29-12-2012
42429.0,0,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1973,11-02-2014
26150.0,2,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1956,11-03-2013
30801.0,0,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1975,26-10-2012
81168.0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1965,07-05-2014
26877.0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1969,19-08-2013
45006.0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1944,18-07-2013
18978.0,1,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1973,11-12-2012
22574.0,2,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1967,28-10-2013
48240.0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1969,09-11-2012
45837.0,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1974,26-07-2013
35791.0,2,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1965,06-05-2013
162397.0,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1976,03-06-2013
54162.0,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1978,18-03-2013
30522.0,0,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1960,17-08-2012
54456.0,0,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1961,11-07-2013
31632.0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1971,14-07-2013
72298.0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1949,10-03-2014
36975.0,1,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1978,28-12-2013
72635.0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1955,03-06-2013
13624.0,1,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1976,20-01-2013
84196.0,0,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1975,03-06-2013
70971.0,0,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1960,21-09-2012
34487.0,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1977,06-09-2012
28769.0,1,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1977,18-12-2012
69084.0,1,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1970,19-11-2013
65488.0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1958,13-06-2014
62466.0,0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1970,15-01-2014
32218.0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1960,15-02-2014
83917.0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1973,18-04-2013
46102.0,2,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1962,10-03-2014
84574.0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1952,04-06-2013
56181.0,0,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1962,08-01-2013
63120.0,0,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1950,28-09-2012
73691.0,0,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1971,06-11-2013
63381.0,0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1960,05-10-2012
76140.0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1948,13-05-2014
62859.0,0,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1959,30-12-2012
45906.0,0,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1964,07-05-2013
77632.0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1947,10-03-2013
46463.0,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1971,18-08-2013
105471.0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1970,21-01-2013
55282.0,1,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1970,13-12-2013
78710.0,0,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1977,23-05-2014
66886.0,0,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1958,16-09-2013
98777.0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1960,17-02-2014
29103.0,1,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1985,27-08-2012
67445.0,0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1974,12-08-2012
50616.0,0,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1950,13-04-2014
49431.0,0,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1955,03-08-2012
153924.0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1975,07-02-2014
61278.0,0,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1953,04-01-2014
26490.0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1958,22-09-2012
73059.0,0,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1947,31-08-2013
46734.0,1,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1966,21-10-2013
56253.0,0,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1963,07-12-2012
19986.0,1,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1985,14-11-2013
58330.0,0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1975,25-12-2013
25965.0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1980,07-09-2012
14661.0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1956,01-01-2013
18690.0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1959,28-12-2012
45068.0,0,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1974,16-05-2013
21063.0,1,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1987,25-09-2013
29187.0,1,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1968,09-05-2013
54690.0,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1971,07-11-2013
59304.0,0,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1964,29-07-2013
59247.0,0,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1962,08-11-2013
66731.0,0,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1970,12-09-2012
77353.0,0,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1980,16-12-2013
52614.0,0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1975,01-12-2012
26751.0,2,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1974,22-05-2014
81300.0,0,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1963,30-10-2012
70337.0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1979,02-01-2014
36145.0,1,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1985,16-06-2013
65295.0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1980,23-12-2013
68118.0,0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1963,18-10-2013
68743.0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1967,30-08-2012
41039.0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1982,25-07-2013
38946.0,0,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1955,24-10-2013
65777.0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1967,19-12-2013
66476.0,0,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1976,07-03-2013
86857.0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1972,12-09-2012
160803.0,0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1982,04-08-2012
77845.0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1989,16-05-2014
69476.0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1969,30-09-2013
50611.0,0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1960,04-10-2012
61209.0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1970,25-08-2013
42315.0,0,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1958,12-07-2013
13084.0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1952,02-11-2013
47570.0,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1949,29-05-2013
61923.0,0,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1961,26-07-2013
34824.0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,26-03-2014
26518.0,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1949,08-04-2013
45938.0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1961,03-11-2013
78468.0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1960,09-04-2014
78901.0,0,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1973,17-09-2013
71427.0,2,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1978,12-03-2014
