v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,group,y
1,0,0,1,0,0,1,1,1,0,0,-1.73814803
1,0,1,1,1,0,0,0,1,1,0,-305.9845465
1,0,1,1,1,1,1,1,1,0,0,364.7939131
1,1,1,1,1,1,0,0,0,1,0,-155.5582703
1,1,0,0,1,1,1,0,1,1,0,165.5516172
1,0,0,1,1,1,0,1,1,0,0,190.3026257
1,1,0,1,1,0,0,1,0,1,0,-38.18897242
1,0,0,1,0,1,1,0,1,0,0,-154.6000132
1,1,1,1,0,0,0,0,1,1,0,-349.7130374
1,0,0,1,1,1,1,0,1,0,0,302.736009
1,0,1,0,1,1,0,0,1,1,0,49.10218917
1,1,0,1,1,1,1,0,0,0,0,55.18404192
1,0,0,1,0,0,1,0,0,1,0,-99.68237631
1,0,0,0,0,1,0,1,1,1,0,-34.83840139
1,0,1,1,0,0,1,1,0,0,0,43.33474554
1,1,0,0,1,1,0,1,0,0,0,276.2091608
1,0,1,0,1,0,1,0,1,1,0,58.47181545
1,1,0,1,1,1,1,1,1,1,0,135.6193962
1,1,1,1,1,0,1,0,0,0,0,41.42962199
1,1,1,0,1,1,1,1,1,0,0,256.2953365
1,1,1,1,0,0,1,1,1,1,0,115.7939663
1,0,1,0,1,0,1,1,1,1,0,177.1174049
1,1,0,0,0,1,1,0,1,0,0,168.5480492
1,1,0,1,1,0,0,0,0,0,0,-86.76905613
1,1,0,1,1,1,0,1,0,1,0,150.8137888
1,0,1,1,0,0,0,1,0,1,0,120.2916134
1,1,1,0,0,0,1,1,1,1,0,65.36161482
1,1,0,1,1,1,1,1,0,0,0,273.2576151
1,1,0,1,1,0,0,0,0,1,0,42.20127119
1,1,1,0,1,0,1,1,0,0,0,53.20258971
1,0,0,1,0,0,0,0,1,1,0,-290.4885899
1,1,0,1,0,1,1,0,0,1,0,124.7271807
1,0,1,1,0,1,1,1,1,0,0,-24.47948297
1,1,1,1,0,1,1,0,1,1,0,12.78989775
1,1,0,0,1,0,0,1,1,1,0,237.0458345
1,1,0,0,1,0,0,0,1,0,0,-172.6895638
1,1,0,1,1,0,0,0,1,0,0,-7.024896536
1,0,1,0,1,0,1,0,1,1,0,130.1969115
1,0,1,0,0,0,1,1,0,1,0,65.70662382
1,1,0,1,0,1,0,1,0,0,0,-74.01522192
1,0,0,1,0,1,1,1,1,1,0,238.644072
1,0,1,0,1,1,0,1,1,1,0,72.02102037
1,1,1,1,1,0,0,0,0,0,0,-174.9456573
1,1,0,1,1,1,1,1,0,1,0,152.1806585
1,0,0,0,0,0,0,1,1,0,0,-242.5370242
1,0,1,0,0,0,1,0,0,0,0,-49.55404838
1,1,1,0,1,1,1,0,1,1,0,102.4254982
1,0,1,1,1,0,1,0,1,1,0,37.20366415
1,0,1,1,0,0,1,0,0,0,0,-209.7130258
1,0,0,1,1,0,1,0,1,1,0,224.9907033
1,0,1,0,1,1,1,1,1,0,0,260.4732904
1,0,1,0,0,0,0,0,1,1,0,-440.4354509
1,1,0,0,1,0,0,1,1,1,0,26.36031529
1,1,0,1,1,1,1,1,0,0,0,246.3590004
1,1,1,1,0,0,0,0,1,1,0,-291.3709399
1,0,0,1,0,1,0,1,0,0,0,33.64764158
1,0,1,1,1,1,1,0,0,0,0,-13.98252829
1,1,1,0,0,0,0,0,0,1,0,-327.0024623
1,1,0,0,1,1,1,0,0,1,0,43.3208101
1,0,0,1,1,0,0,1,0,1,0,-38.13946327
1,0,0,1,0,0,1,0,0,1,0,-285.632661
1,0,0,0,0,0,1,0,0,1,0,-224.6213251
1,0,1,1,0,1,0,1,1,0,0,-12.3583047
1,1,0,1,1,0,1,1,1,1,0,160.2880499
1,1,1,1,0,1,1,0,1,1,0,91.5349082
1,1,1,1,1,1,0,0,1,0,0,181.3752337
1,1,1,1,1,1,1,0,1,0,0,239.4835148
1,1,0,1,1,0,1,1,0,1,0,100.3660435
1,0,1,0,1,0,0,0,0,0,0,-130.7489411
1,0,0,0,1,0,0,0,0,0,0,-124.4845085
1,1,1,1,1,0,1,1,1,0,0,112.6812662
1,1,0,0,0,1,0,1,0,0,0,-103.4603516
1,0,1,0,0,0,1,1,1,0,0,2.892162369
1,0,1,0,1,0,1,1,0,1,0,72.20690129
1,0,0,1,1,0,1,0,1,0,0,1.140776253
1,0,0,1,1,1,1,0,0,0,0,225.3576635
1,1,0,1,0,0,1,0,1,1,0,-72.80842076
1,1,0,0,0,0,1,1,0,0,0,145.6519847
1,0,1,0,1,1,0,0,0,0,0,129.3140116
1,1,1,1,1,0,0,0,0,0,0,-229.1053526
1,0,0,1,0,0,0,0,0,1,0,-359.4843869
1,0,1,1,1,0,1,0,1,1,0,48.14759851
1,0,1,1,0,0,1,1,0,1,0,-46.25214519
1,1,0,0,1,0,1,1,1,0,0,129.8317464
1,0,1,1,1,0,1,1,1,0,0,284.7537289
1,1,0,1,1,0,1,1,0,0,0,141.5252871
1,0,1,1,0,0,1,0,1,1,0,-41.32694121
1,1,0,1,0,0,1,0,0,0,0,-15.79163756
1,0,1,1,1,0,1,1,0,0,0,48.34261612
1,1,1,0,0,1,1,1,0,0,0,35.52830891
1,0,1,1,0,1,1,0,0,0,0,-13.37879944
1,0,0,1,0,1,0,1,0,1,0,-81.23540016
1,1,1,1,0,1,1,0,0,0,0,-71.28632042
1,1,1,1,0,1,1,1,0,1,0,123.8497336
1,0,1,0,0,1,1,1,0,0,0,1.091640678
1,0,0,0,0,0,0,0,0,1,0,-224.0370351
1,0,0,0,0,1,1,1,0,0,0,-4.903915186
1,0,1,0,1,1,1,0,0,1,0,184.3878519
1,0,1,0,0,1,1,0,0,0,0,-34.1900138
1,0,0,1,0,1,0,1,0,1,0,2.056873118
1,0,1,0,0,0,1,0,0,1,0,-192.8928468
1,0,0,1,0,1,0,0,1,0,0,-137.5403431
1,0,1,0,1,0,0,1,0,0,0,-26.7429054
1,1,0,0,1,0,1,1,1,1,0,237.6227035
1,1,0,1,0,1,0,0,1,1,0,-109.6942259
1,0,1,1,0,0,0,1,1,1,0,83.5351255
1,1,0,1,1,0,0,0,0,0,0,-45.79154043
1,0,0,1,1,1,1,0,1,1,0,-48.86943042
1,0,0,0,1,1,0,0,1,1,0,56.01476268
1,1,0,0,1,1,1,0,1,0,0,87.3350057
1,1,1,0,1,0,0,1,1,0,0,-4.178638816
1,0,1,0,1,1,0,1,1,1,0,196.238495
1,0,0,1,0,0,0,0,0,0,0,-202.4688713
1,0,0,0,0,1,1,1,1,1,0,-176.4486994
1,1,1,0,1,0,0,1,1,0,0,9.596364613
1,1,1,1,1,1,0,0,0,0,0,-148.8517574
1,1,1,1,1,1,0,1,0,0,0,92.8853498
1,0,0,1,1,0,0,0,1,0,0,-11.68344978
1,1,0,1,0,1,0,0,1,0,0,-15.22026683
1,1,0,1,1,0,0,1,1,1,0,114.1478553
1,0,0,1,0,1,1,1,1,0,0,101.4601492
1,0,0,1,1,0,0,0,0,0,0,-89.82503444
1,0,1,1,1,0,1,1,0,0,0,156.7098155
1,0,1,0,0,1,1,0,0,1,0,-35.38155348
1,0,1,0,0,1,0,0,1,0,0,-96.65570074
1,0,1,1,1,0,0,1,0,1,0,-50.05891754
1,0,1,1,1,0,1,0,0,1,0,-1.515245613
1,1,1,0,0,1,1,0,0,0,0,-45.90571165
1,1,1,0,1,1,0,0,0,0,0,-22.61789727
1,0,0,0,0,1,0,1,0,0,0,-218.8059623
1,1,1,1,0,1,1,1,1,1,0,125.3659627
1,1,0,1,1,0,1,0,0,1,0,-34.68414401
1,1,1,1,0,1,0,1,0,0,0,-13.52481706
1,1,1,1,1,1,0,0,1,1,0,67.67371379
1,0,1,0,0,1,1,0,1,1,0,24.43787551
1,1,1,1,1,1,0,1,1,0,0,168.5226964
1,0,0,1,1,0,0,0,1,0,0,-53.39538114
1,1,0,0,1,1,1,1,1,1,0,527.2927849
1,1,1,1,0,0,1,1,1,1,0,121.8894824
1,1,1,0,0,1,0,1,0,0,0,-11.90185046
1,1,1,1,1,0,1,0,0,1,0,-47.03796567
1,1,1,0,0,1,1,0,0,1,0,-114.6353051
1,1,1,1,1,0,1,1,0,0,0,96.9776559
1,1,0,1,1,0,1,1,0,0,0,106.3200804
1,1,0,1,0,0,0,1,0,0,0,-203.8514742
1,0,0,0,0,1,0,0,1,0,0,-152.803204
1,0,0,1,1,1,1,0,0,1,0,36.55046615
1,1,1,0,1,0,1,1,0,0,0,221.2590042
1,1,0,0,0,1,1,1,0,1,0,127.5912433
1,1,0,0,0,1,0,1,1,1,0,109.3633357
1,1,0,0,1,0,0,0,0,1,0,-145.3357526
1,0,0,1,0,1,1,0,1,0,0,132.9069747
1,0,1,0,0,0,1,1,1,1,0,113.1086177
1,1,1,1,1,0,0,1,0,1,0,123.1314277
1,0,0,0,0,0,1,1,0,0,0,12.5624973
1,1,1,1,1,0,1,1,0,1,0,158.9287359
1,1,1,1,0,0,0,1,0,0,0,-64.43411231
1,1,1,1,0,0,1,0,1,1,0,81.52285481
1,1,1,1,0,0,1,1,0,0,0,-82.2481385
1,1,0,1,0,0,0,0,0,0,0,-161.5948778
1,0,0,0,1,0,0,0,0,1,0,-20.17452479
1,0,1,0,1,0,0,0,0,1,0,-183.2825312
1,0,1,1,0,1,0,0,1,0,0,-72.57392079
1,0,1,1,0,0,0,1,0,0,0,22.70015613
1,1,1,0,1,0,0,0,1,1,0,-156.5668215
1,0,0,1,1,0,1,0,0,1,0,36.52706051
1,0,1,1,1,1,0,0,0,0,0,-48.72599667
1,0,1,1,1,0,0,1,0,0,0,-77.4824143
1,1,0,0,1,1,1,0,0,0,0,12.15655989
1,1,0,0,1,0,1,0,1,1,0,-46.86370097
1,1,0,1,0,1,0,0,1,0,0,-345.3526739
1,0,0,0,1,1,1,1,1,0,0,201.5843624
1,0,0,1,1,0,1,1,0,0,0,158.3761412
1,0,0,1,1,1,0,0,0,0,0,-142.9090603
1,0,1,0,0,1,0,1,0,0,0,-81.97388217
1,1,0,1,0,0,1,1,0,1,0,-59.00065859
1,0,0,1,1,1,0,0,0,0,0,-76.34884378
1,1,0,0,0,1,1,1,0,0,0,119.0468022
1,0,1,0,1,1,0,0,0,1,0,-91.15642297
1,1,0,1,1,0,0,0,0,0,0,-173.9482072
1,0,0,1,0,1,1,0,1,1,0,-249.4743474
1,1,1,0,1,0,0,1,0,1,0,125.3905927
1,0,1,0,0,0,0,1,1,0,0,-130.9203441
1,0,1,0,0,0,1,1,0,0,0,143.2213754
1,1,1,1,1,1,1,0,1,0,0,137.20709
1,0,0,0,1,1,0,1,0,1,0,269.1408977
1,0,0,0,0,0,0,1,0,0,0,-135.2479459
1,1,1,1,1,0,1,1,0,1,0,53.83411564
1,0,0,0,0,1,1,1,1,1,0,37.67341159
1,0,1,0,1,1,1,1,1,0,0,300.3947691
1,1,0,0,0,1,1,1,1,0,0,68.07226184
1,0,0,1,1,0,1,1,0,1,0,202.2907326
1,0,1,0,1,0,1,0,0,1,0,-9.606914399
1,1,1,1,1,0,0,0,1,1,0,-111.1529098
1,1,1,0,0,0,0,0,0,1,0,-142.4023704
1,0,1,1,1,1,1,0,0,0,0,153.0026867
1,0,0,1,1,1,0,0,1,1,0,-200.3855508
1,0,1,1,0,0,1,0,1,0,0,-80.05840753
1,0,1,1,0,1,1,1,1,0,0,51.99484261
1,1,1,0,1,1,0,1,1,1,0,72.9788187
1,1,1,1,0,1,0,1,0,1,0,33.65630021
1,1,1,0,1,1,1,1,1,1,0,218.819156
1,1,1,0,0,0,1,1,1,0,0,165.8615152
1,1,0,0,1,1,1,0,0,0,0,75.25518979
1,1,1,0,0,0,0,0,0,0,0,-244.1669494
1,1,0,1,1,1,0,1,0,0,0,26.61215582
1,0,0,0,0,0,0,0,0,0,0,-200.0232992
1,0,0,1,0,0,0,0,0,1,0,-447.3119574
1,0,1,1,1,1,0,0,1,0,0,18.2438333
1,1,0,0,0,0,0,0,1,1,0,-120.2665893
1,1,1,1,1,1,1,0,0,0,0,76.43037968
1,0,0,1,1,1,1,0,0,0,0,115.1408214
1,0,0,0,1,1,1,1,0,1,0,221.1184028
1,1,1,0,0,0,1,1,0,0,0,35.03745805
1,1,1,0,0,0,0,0,1,0,0,-330.7845991
1,1,1,0,1,0,0,0,0,0,0,-246.4443218
1,0,0,1,0,1,1,0,1,0,0,-82.86635189
1,1,0,0,1,1,0,1,1,0,0,135.4745333
1,0,1,1,0,1,0,1,0,0,0,-166.2412215
1,0,1,0,0,1,0,1,1,0,0,-65.16898445
1,1,0,1,0,1,0,0,0,1,0,-440.242298
1,1,1,0,0,1,1,1,0,0,0,181.9949991
1,1,1,0,0,0,1,0,1,0,0,-82.56228379
1,0,0,0,0,0,0,0,1,0,0,-267.9720535
1,1,0,1,0,0,0,0,1,1,0,-191.0440103
1,1,0,1,0,1,0,0,1,0,0,-200.8587826
1,1,1,0,1,0,1,1,0,0,0,152.5464157
1,1,1,1,1,1,0,1,1,0,0,116.459626
1,1,1,0,0,1,1,1,1,0,0,107.3155633
1,0,0,0,0,0,1,0,1,0,0,92.58141296
1,0,0,1,0,0,1,1,1,0,0,29.02550271
1,1,1,1,1,0,0,1,1,0,0,16.1588018
1,1,1,0,0,0,1,1,1,1,0,33.40563092
1,1,0,0,0,0,1,0,1,1,0,-104.8864296
1,1,0,1,1,0,0,0,0,1,0,-250.2629162
1,0,0,0,1,0,0,0,1,0,0,-70.49125465
1,1,0,0,1,0,0,1,1,1,0,4.858175238
1,1,0,1,1,1,1,1,0,0,0,376.8944667
1,0,1,0,0,1,1,1,1,1,0,264.1201229
1,0,1,0,0,1,1,1,1,0,0,201.5062005
1,0,0,0,1,1,1,0,0,0,0,-8.522054397
1,1,1,0,1,1,0,1,1,0,0,70.5078684
1,0,0,0,1,0,0,0,0,0,0,-134.2725537
1,1,1,1,1,0,0,0,0,1,0,-125.2166934
1,0,0,1,1,0,1,0,0,1,0,-52.7265456
1,1,1,1,1,1,1,0,0,0,0,70.64479443
1,0,1,1,0,0,0,1,0,0,0,-292.1281486
1,1,1,1,0,1,1,1,1,1,0,155.5059076
1,1,1,1,1,1,0,1,0,1,0,92.18020124
1,1,1,0,0,1,1,1,0,1,0,127.5242062
1,0,0,0,1,1,0,0,0,0,0,-113.3037955
1,1,0,0,1,0,0,1,0,0,0,-195.2805761
1,1,1,0,1,0,0,0,1,1,0,1.892360168
1,0,0,1,1,1,0,1,1,0,0,31.3829703
1,1,1,0,1,1,0,1,0,0,0,27.22266562
1,1,0,0,0,0,1,0,1,1,0,-183.6462919
1,0,1,1,1,1,0,1,1,0,0,224.5954674
1,1,0,0,0,0,0,0,1,1,0,-247.1503249
1,1,1,0,0,0,0,0,1,1,0,-168.8328407
1,1,0,1,1,0,1,0,1,0,0,-64.64941974
1,1,0,0,1,0,0,1,1,0,0,-23.98626952
1,1,0,0,1,0,1,1,1,1,0,228.1889757
1,1,0,0,0,1,1,1,1,1,0,36.78096033
1,0,1,0,1,0,0,1,1,0,0,197.9953858
1,0,1,1,1,0,0,1,1,0,0,-140.4667479
1,0,1,0,1,1,0,0,0,0,0,-108.9821697
1,1,1,1,1,0,1,1,0,0,0,274.2557215
1,1,1,1,1,1,0,0,1,1,0,2.147645104
1,1,0,0,0,1,1,0,1,0,0,144.4977262
1,1,1,0,0,0,0,0,1,1,0,-274.8182764
1,1,0,0,0,1,0,0,1,0,0,-195.4612864
1,0,1,1,0,0,0,1,0,0,0,-26.92317577
1,0,0,1,0,1,1,1,0,1,0,-20.57002884
1,0,0,1,0,0,1,1,1,1,0,221.5632758
1,1,0,0,1,0,1,0,1,1,0,112.4779507
1,0,0,0,1,1,0,0,0,0,0,-189.7015811
1,0,1,0,0,1,1,0,1,1,0,-111.4404878
1,0,0,1,1,0,0,1,0,0,0,96.72059687
1,1,0,0,0,1,0,1,1,0,0,39.02961234
1,0,0,1,0,1,1,0,0,0,0,166.6338816
1,1,1,0,0,1,0,0,0,0,0,-190.2851834
1,0,0,1,1,0,0,0,1,1,0,-292.109223
1,1,0,1,1,1,1,1,0,0,0,370.8974371
1,0,0,1,0,0,1,1,1,0,0,131.4859656
1,1,0,1,0,0,1,1,1,0,0,152.4190305
1,0,1,1,0,0,0,1,1,1,0,-45.50376461
1,1,1,0,0,0,0,0,1,1,0,-305.082132
1,0,1,0,0,1,1,0,1,1,0,-59.02361509
1,0,0,1,1,0,0,1,0,0,0,51.40367918
1,1,0,0,1,0,0,1,0,1,0,-1.746066692
1,1,0,1,0,1,0,0,1,0,0,-107.8229496
1,0,0,1,0,1,0,1,0,0,0,-37.9331634
1,0,1,0,1,0,1,1,1,1,0,164.6533175
1,1,1,1,0,1,1,0,1,1,0,121.764372
1,1,1,0,0,0,1,1,0,0,0,-50.63642479
1,0,1,1,1,1,0,0,0,0,0,-6.879425446
1,0,0,1,1,0,1,1,1,1,0,236.5103931
1,1,0,1,0,0,0,0,0,0,0,-323.6569831
1,0,0,1,1,1,0,0,0,1,0,65.5561745
1,1,0,0,0,0,0,1,1,1,0,106.8484457
1,0,0,0,0,0,1,1,0,1,0,-26.18991607
1,0,0,0,1,1,1,1,0,1,0,115.6890534
1,1,1,0,0,0,0,0,0,0,0,-174.1307852
1,0,1,1,0,1,0,0,0,1,0,-261.9946354
1,0,0,0,1,1,1,0,1,1,0,197.2931538
1,0,0,1,0,1,0,0,1,0,0,-197.2111281
1,1,0,0,0,0,0,1,1,1,0,21.25787504
1,0,0,1,0,1,1,0,1,1,0,-138.1294637
1,0,1,1,0,0,1,1,1,0,0,104.7445462
1,0,0,1,1,0,1,0,0,1,0,148.6235435
1,0,0,0,1,1,1,0,1,1,0,143.5293101
1,0,1,0,1,1,1,1,1,1,0,147.8214845
1,0,1,0,1,1,0,1,1,0,0,-31.58579493
1,0,0,0,0,0,1,0,0,0,0,-54.2092924
1,1,0,1,1,0,0,1,0,1,0,-62.78173435
1,0,1,1,1,1,1,0,0,0,0,84.36184493
1,0,0,0,0,0,0,1,0,1,0,-251.1891834
1,1,1,0,1,0,1,1,1,0,0,304.5260398
1,0,0,1,1,0,0,1,1,1,0,6.71638583
1,0,1,1,0,1,1,0,1,0,0,20.40481267
1,0,1,0,0,1,1,1,1,0,0,110.3503323
1,0,1,0,0,0,0,0,0,1,0,-415.2231397
1,0,1,0,0,1,1,0,1,0,0,-66.83901087
1,0,0,0,0,1,0,0,0,0,0,-189.4150566
1,0,0,1,0,0,0,1,0,1,0,-95.79333748
1,0,1,1,0,1,1,0,0,1,0,-114.198502
1,0,1,1,1,1,1,0,0,0,0,-9.821530199
1,0,0,1,0,0,1,0,0,1,0,-140.7334116
1,0,1,0,1,1,0,1,1,1,0,-106.0645109
1,1,0,0,1,0,0,0,0,1,0,-13.83456362
1,0,1,0,0,1,1,0,1,1,0,30.25995366
1,1,0,0,0,0,1,1,0,1,0,91.51090286
1,0,1,1,1,1,1,1,0,1,0,103.776793
1,1,0,1,1,1,0,1,1,0,0,176.9435229
1,0,1,1,0,0,1,0,0,0,0,-132.9031686
1,0,0,0,0,0,1,0,1,0,0,-196.1615966
1,1,0,0,1,0,0,0,1,1,0,-24.42174055
1,0,0,1,1,0,0,0,0,0,0,76.75819202
1,1,0,1,0,0,1,0,0,0,0,-7.736007783
1,1,1,1,1,0,1,1,0,1,0,53.49407808
1,1,0,1,1,0,1,1,0,0,0,83.09847534
1,1,0,1,1,0,0,1,0,0,0,-18.21215309
1,1,0,1,1,0,1,1,1,1,0,262.0215389
1,0,0,1,0,0,0,1,1,1,0,22.44930655
1,1,1,1,1,1,0,0,0,0,0,74.78775997
1,0,1,0,1,0,0,1,1,0,0,85.34976253
1,1,1,0,1,1,1,0,0,0,0,-62.99184219
1,0,1,1,0,0,0,1,0,0,0,-130.70101
1,1,0,1,1,1,0,1,1,1,0,107.8603163
1,1,0,0,0,1,0,0,0,1,0,-147.1701801
1,1,0,1,1,1,1,1,0,0,0,252.4170311
1,1,1,0,1,1,1,1,0,1,0,197.0193109
1,0,0,0,1,1,1,0,0,1,0,236.8769222
1,0,0,0,1,1,0,1,0,0,0,103.4717386
1,1,0,1,0,0,1,1,1,0,0,50.34799149
1,1,1,0,0,0,0,1,1,1,0,-327.8331874
1,1,1,1,1,1,0,1,1,0,0,-0.390193079
1,1,0,1,0,0,1,0,1,0,0,15.79031565
1,0,0,0,0,1,1,0,0,1,0,24.99355914
1,1,1,1,0,0,1,0,0,1,0,-158.3997638
1,0,0,0,1,0,1,1,1,0,0,165.6904754
1,1,1,1,0,0,0,0,1,0,0,-282.8179643
1,1,1,1,0,1,0,1,1,0,0,-77.94636258
1,0,1,0,1,1,0,1,0,1,0,149.6194206
1,0,0,1,1,0,1,0,0,0,0,20.43503076
1,0,1,1,1,1,0,1,0,0,0,95.6886364
1,1,1,1,0,0,1,0,1,1,0,-12.99750013
1,1,1,0,1,1,0,0,0,0,0,-50.27529923
1,1,1,0,0,1,0,0,1,0,0,-230.7725468
1,1,0,1,1,0,1,1,1,1,0,193.6942401
1,0,1,0,1,1,0,0,0,1,0,-63.60951338
1,0,1,1,1,0,1,1,1,0,0,259.269564
1,0,1,1,1,0,0,0,1,0,0,-276.9641731
1,1,0,0,1,1,1,1,1,0,0,262.5613876
1,1,0,0,1,0,0,0,0,1,0,-50.01756689
1,0,0,1,0,0,1,1,0,0,0,47.56849775
1,0,0,0,1,0,1,0,1,0,0,-42.73737502
1,1,1,1,1,1,1,0,0,0,0,0.161244228
1,0,1,0,1,1,1,1,0,0,0,178.0406492
1,1,0,0,1,1,0,1,1,0,0,-23.03676147
1,1,1,0,0,1,0,0,0,0,0,-164.3131365
1,0,1,1,1,1,0,1,1,1,0,113.8037856
1,1,0,0,0,1,0,1,1,0,0,-128.1981079
1,0,0,0,1,0,0,0,0,1,0,-125.683341
1,1,0,0,1,1,1,1,0,1,0,370.364605
1,0,0,0,1,1,1,1,1,0,0,158.39183
1,0,0,1,1,0,0,0,0,1,0,-42.73904649
0,1,1,1,1,0,1,1,1,0,0,9.267334518
1,1,1,1,1,0,0,0,1,0,0,-51.19256883
1,0,1,1,0,1,0,0,1,0,0,-264.8048652
1,0,1,0,1,0,1,0,1,1,0,3.416538611
1,1,0,1,1,0,1,0,1,1,0,170.8981209
1,1,0,0,1,0,1,0,1,1,0,144.7026765
1,0,0,0,1,0,0,1,0,0,0,12.24034872
1,0,1,0,0,0,1,1,1,0,0,275.4315615
1,1,1,1,0,0,1,0,0,0,0,68.51624299
1,0,1,1,1,0,1,1,1,0,0,215.1721827
1,0,0,0,1,0,1,0,1,1,0,128.2173091
1,1,1,0,1,1,0,0,0,1,0,38.20778641
1,1,0,1,0,1,1,0,1,1,0,-60.56906436
1,0,1,1,1,1,1,0,1,0,0,64.18554974
1,0,0,0,1,0,0,0,1,0,0,-220.5257965
1,0,0,1,0,0,0,1,0,0,0,-147.453485
1,1,0,0,0,1,1,0,1,1,0,-73.04569218
1,1,1,0,1,0,0,0,1,0,0,50.20998866
1,1,1,0,0,0,1,1,0,0,0,207.5966605
1,0,1,0,0,1,0,0,1,1,0,-189.0492928
1,1,1,1,0,0,1,1,1,0,0,96.90769677
1,0,0,0,1,1,0,1,0,1,0,22.2282432
1,1,1,0,1,1,1,1,0,1,0,118.232565
1,0,1,0,0,1,0,1,1,1,0,1.254157665
1,0,1,1,0,0,1,1,0,1,0,26.91696803
1,0,1,0,0,1,0,0,0,0,0,-210.7483505
1,0,0,0,0,0,0,1,1,0,0,-156.1480878
1,0,1,0,0,0,1,1,0,0,0,71.25448414
1,0,0,1,1,1,1,0,1,0,0,-51.68213999
1,0,1,1,1,0,0,1,0,0,0,109.4013119
1,1,0,1,0,0,1,1,0,1,0,63.47228781
1,0,0,0,1,0,1,0,0,0,0,90.67767257
1,0,0,1,0,0,1,0,0,1,0,6.703918263
1,0,1,0,1,0,0,1,1,1,0,26.16052422
1,0,1,1,0,1,0,1,0,1,0,-116.4286873
1,1,0,0,1,1,1,0,1,1,0,-59.27491488
1,1,1,0,1,0,0,1,1,1,0,67.14502635
1,1,0,1,1,0,1,0,0,1,0,-223.3991269
1,0,0,1,0,0,0,0,1,0,0,-297.3809443
1,0,0,0,1,0,1,0,0,1,0,-78.95459733
1,0,0,1,1,1,0,1,0,1,0,26.70196829
1,0,1,0,0,0,1,1,0,1,0,-26.53237282
1,1,0,1,1,0,1,1,1,0,0,54.07940262
1,0,1,0,1,0,0,0,1,1,0,-42.5121739
1,1,0,1,1,1,1,1,1,1,0,446.753286
1,0,0,0,1,0,1,1,1,0,0,297.8936167
1,1,1,0,0,1,1,0,0,1,0,-30.06051366
1,0,0,0,1,0,0,0,1,1,0,-54.74354991
1,1,0,0,1,1,0,0,0,1,0,71.49052295
1,1,1,0,0,0,0,0,0,0,0,-269.4479669
1,1,0,0,1,1,1,0,0,1,0,203.2197201
1,1,0,1,1,0,0,0,0,0,0,-135.4624417
1,1,0,1,1,1,1,0,0,0,0,86.66533919
1,1,1,1,0,0,0,1,0,1,0,-42.30642249
1,1,0,1,0,1,0,1,1,0,0,-75.8964913
1,1,1,0,0,1,1,1,0,1,0,121.7529123
1,1,0,0,0,0,1,1,0,1,0,178.2553465
1,1,0,0,0,0,1,0,1,1,0,33.68700228
1,0,1,1,0,0,1,1,0,0,0,1.601054626
1,0,1,0,1,1,0,1,1,0,0,25.70520998
1,1,0,1,1,0,0,1,1,1,0,74.2389476
1,0,0,0,1,0,1,1,0,0,0,166.4755225
1,0,0,1,1,0,1,0,1,1,0,168.1470304
1,0,0,1,1,1,1,0,0,1,0,100.7132654
1,1,1,1,1,1,1,0,0,0,0,168.6063718
1,0,0,1,1,1,1,0,1,1,0,24.05002783
1,0,1,0,1,1,0,1,0,0,0,-9.178334004
1,0,0,1,0,1,0,0,0,1,0,-282.5685888
1,0,1,0,1,1,1,0,1,1,0,107.8469457
1,1,1,0,1,0,0,0,1,0,0,-49.52170593
1,1,0,1,1,1,0,0,1,0,0,-145.0650871
1,1,1,1,1,1,0,0,1,0,0,85.55410258
1,0,1,0,0,1,1,0,1,1,0,-59.72125962
1,1,0,0,0,1,1,0,1,0,0,35.15367817
1,1,0,1,0,1,0,1,0,1,0,-140.4547675
1,1,1,0,1,1,1,0,1,0,0,43.76432037
1,0,0,1,1,1,1,1,1,0,0,324.3631314
1,0,1,1,1,1,0,1,0,1,0,151.051228
1,1,1,1,0,1,1,0,1,0,0,47.10770755
1,1,0,0,0,1,0,0,1,1,0,-214.4118029
1,1,1,1,0,0,0,1,0,0,0,-56.76647639
1,1,0,0,0,0,0,1,0,0,0,-155.5535276
1,1,1,0,1,0,1,0,0,0,0,32.83377501
1,1,1,0,0,1,0,1,0,1,0,-116.2424364
1,1,0,1,1,1,0,1,1,0,0,27.52201551
1,0,0,0,1,1,0,0,1,0,0,-199.2704279
1,1,0,0,1,1,0,0,0,1,0,111.2528365
1,1,0,1,0,1,0,1,1,0,0,-144.2356439
1,1,1,0,1,0,1,0,1,0,0,36.80280065
1,1,1,0,0,1,1,1,1,1,0,201.5725877
1,1,0,1,0,0,1,0,1,0,0,-38.78494964
1,1,1,1,0,0,1,0,0,1,0,-94.82077524
1,1,0,0,0,0,1,0,1,1,0,-31.67789946
1,0,0,0,0,0,1,0,1,0,0,-18.53711189
1,1,1,0,0,0,0,0,0,0,0,-232.9729864
1,0,1,1,1,1,0,1,0,0,0,147.1499059
1,0,0,0,1,1,0,1,1,0,0,54.69882823
1,1,0,1,0,0,0,0,1,1,0,-198.9121161
1,0,1,0,0,0,0,0,1,1,0,-173.6813502
1,1,0,0,0,1,1,0,0,1,0,70.87094997
1,0,1,1,1,0,0,1,0,0,0,-34.79206549
1,0,1,1,0,0,0,0,0,1,0,-232.1098992
1,1,1,0,1,0,0,1,1,1,0,-46.28025239
1,0,0,1,1,0,1,0,1,0,0,5.908645015
